,User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag,Event_Sequence,Date,DayOfWeek,Hour,WeekNumnber
40,USR00016,SES00016,Browse,2025-10-26 17:56:29,Mobile,East,Organic,Electronics,0.0,Yes,1,2025-10-26,Sunday,17,43
41,USR00016,SES00016,Add to Cart,2025-10-26 17:58:29,Desktop,South,Google Ads,Fashion,0.0,Yes,2,2025-10-26,Sunday,17,43
42,USR00016,SES00016,Checkout,2025-10-26 18:03:29,Desktop,West,Google Ads,Sports,0.0,Yes,3,2025-10-26,Sunday,18,43
43,USR00017,SES00017,Browse,2025-10-29 03:56:13,Desktop,West,Google Ads,Sports,0.0,Yes,1,2025-10-29,Wednesday,3,44
44,USR00018,SES00018,Browse,2025-10-19 23:13:10,Mobile,East,Organic,Sports,0.0,Yes,1,2025-10-19,Sunday,23,42
45,USR00019,SES00019,Browse,2025-10-07 01:32:36,Mobile,West,Google Ads,Home,0.0,Yes,1,2025-10-07,Tuesday,1,41
46,USR00020,SES00020,Browse,2025-10-27 12:48:22,Desktop,West,Email,Electronics,0.0,Yes,1,2025-10-27,Monday,12,44
47,USR00021,SES00021,Browse,2025-10-08 22:04:33,Desktop,South,Social Media,Fashion,0.0,Yes,1,2025-10-08,Wednesday,22,41
48,USR00022,SES00022,Browse,2025-10-12 05:27:26,Mobile,East,Google Ads,Sports,0.0,Yes,1,2025-10-12,Sunday,5,41
49,USR00022,SES00022,Add to Cart,2025-10-12 05:32:26,Mobile,East,Google Ads,Sports,0.0,Yes,2,2025-10-12,Sunday,5,41
50,USR00022,SES00022,Checkout,2025-10-12 05:35:26,Tablet,West,Social Media,Electronics,0.0,Yes,3,2025-10-12,Sunday,5,41
51,USR00023,SES00023,Browse,2025-10-28 11:26:29,Tablet,West,Google Ads,Electronics,0.0,Yes,1,2025-10-28,Tuesday,11,44
52,USR00023,SES00023,Add to Cart,2025-10-28 11:28:29,Tablet,South,Google Ads,Sports,0.0,Yes,2,2025-10-28,Tuesday,11,44
53,USR00024,SES00024,Browse,2025-10-08 17:10:15,Mobile,South,Organic,Home,0.0,Yes,1,2025-10-08,Wednesday,17,41
54,USR00024,SES00024,Add to Cart,2025-10-08 17:12:15,Tablet,East,Organic,Home,0.0,Yes,2,2025-10-08,Wednesday,17,41
55,USR00024,SES00024,Checkout,2025-10-08 17:14:15,Tablet,North,Social Media,Electronics,0.0,Yes,3,2025-10-08,Wednesday,17,41
56,USR00025,SES00025,Browse,2025-10-11 21:31:06,Tablet,North,Google Ads,Sports,0.0,Yes,1,2025-10-11,Saturday,21,41
57,USR00025,SES00025,Add to Cart,2025-10-11 21:36:06,Tablet,North,Social Media,Beauty,0.0,Yes,2,2025-10-11,Saturday,21,41
58,USR00025,SES00025,Checkout,2025-10-11 21:40:06,Tablet,North,Social Media,Fashion,0.0,Yes,3,2025-10-11,Saturday,21,41
59,USR00026,SES00026,Browse,2025-10-28 01:31:26,Mobile,West,Google Ads,Fashion,0.0,No,1,2025-10-28,Tuesday,1,44
60,USR00026,SES00026,Add to Cart,2025-10-28 01:34:26,Tablet,North,Organic,Home,0.0,No,2,2025-10-28,Tuesday,1,44
61,USR00026,SES00026,Checkout,2025-10-28 01:39:26,Desktop,East,Organic,Fashion,0.0,No,3,2025-10-28,Tuesday,1,44
62,USR00026,SES00026,Purchase,2025-10-28 01:44:26,Desktop,South,Google Ads,Fashion,522.19,No,4,2025-10-28,Tuesday,1,44
63,USR00027,SES00027,Browse,2025-10-03 10:08:55,Mobile,South,Social Media,Beauty,0.0,Yes,1,2025-10-03,Friday,10,40
64,USR00028,SES00028,Browse,2025-10-11 06:44:35,Tablet,North,Google Ads,Home,0.0,Yes,1,2025-10-11,Saturday,6,41
65,USR00028,SES00028,Add to Cart,2025-10-11 06:48:35,Mobile,North,Email,Fashion,0.0,Yes,2,2025-10-11,Saturday,6,41
66,USR00029,SES00029,Browse,2025-10-11 00:33:01,Tablet,North,Google Ads,Beauty,0.0,Yes,1,2025-10-11,Saturday,0,41
67,USR00030,SES00030,Browse,2025-10-09 04:13:16,Tablet,South,Organic,Fashion,0.0,Yes,1,2025-10-09,Thursday,4,41
68,USR00030,SES00030,Add to Cart,2025-10-09 04:18:16,Desktop,West,Organic,Home,0.0,Yes,2,2025-10-09,Thursday,4,41
69,USR00031,SES00031,Browse,2025-10-31 06:41:07,Tablet,East,Email,Fashion,0.0,No,1,2025-10-31,Friday,6,44
70,USR00031,SES00031,Add to Cart,2025-10-31 06:43:07,Mobile,South,Social Media,Fashion,0.0,No,2,2025-10-31,Friday,6,44
71,USR00031,SES00031,Checkout,2025-10-31 06:48:07,Mobile,North,Social Media,Home,0.0,No,3,2025-10-31,Friday,6,44
72,USR00031,SES00031,Purchase,2025-10-31 06:53:07,Desktop,West,Google Ads,Electronics,952.45,No,4,2025-10-31,Friday,6,44
73,USR00032,SES00032,Browse,2025-10-03 09:29:58,Mobile,North,Organic,Sports,0.0,Yes,1,2025-10-03,Friday,9,40
74,USR00032,SES00032,Add to Cart,2025-10-03 09:32:58,Tablet,North,Organic,Electronics,0.0,Yes,2,2025-10-03,Friday,9,40
75,USR00033,SES00033,Browse,2025-10-23 03:47:12,Tablet,West,Email,Beauty,0.0,No,1,2025-10-23,Thursday,3,43
76,USR00033,SES00033,Add to Cart,2025-10-23 03:52:12,Tablet,East,Email,Electronics,0.0,No,2,2025-10-23,Thursday,3,43
77,USR00033,SES00033,Checkout,2025-10-23 03:54:12,Tablet,South,Google Ads,Beauty,0.0,No,3,2025-10-23,Thursday,3,43
78,USR00033,SES00033,Purchase,2025-10-23 03:57:12,Tablet,South,Social Media,Fashion,1266.22,No,4,2025-10-23,Thursday,3,43
79,USR00034,SES00034,Browse,2025-10-23 03:01:18,Desktop,North,Google Ads,Sports,0.0,Yes,1,2025-10-23,Thursday,3,43
80,USR00034,SES00034,Add to Cart,2025-10-23 03:06:18,Mobile,South,Google Ads,Electronics,0.0,Yes,2,2025-10-23,Thursday,3,43
81,USR00034,SES00034,Checkout,2025-10-23 03:10:18,Mobile,South,Organic,Fashion,0.0,Yes,3,2025-10-23,Thursday,3,43
82,USR00035,SES00035,Browse,2025-10-24 17:17:11,Desktop,East,Social Media,Electronics,0.0,Yes,1,2025-10-24,Friday,17,43
83,USR00035,SES00035,Add to Cart,2025-10-24 17:20:11,Desktop,South,Organic,Fashion,0.0,Yes,2,2025-10-24,Friday,17,43
84,USR00035,SES00035,Checkout,2025-10-24 17:23:11,Tablet,East,Social Media,Beauty,0.0,Yes,3,2025-10-24,Friday,17,43
85,USR00036,SES00036,Browse,2025-10-23 23:31:34,Tablet,South,Organic,Fashion,0.0,Yes,1,2025-10-23,Thursday,23,43
86,USR00036,SES00036,Add to Cart,2025-10-23 23:35:34,Tablet,South,Organic,Electronics,0.0,Yes,2,2025-10-23,Thursday,23,43
87,USR00037,SES00037,Browse,2025-10-04 18:02:46,Mobile,West,Google Ads,Home,0.0,Yes,1,2025-10-04,Saturday,18,40
88,USR00038,SES00038,Browse,2025-10-05 05:36:37,Tablet,North,Google Ads,Beauty,0.0,Yes,1,2025-10-05,Sunday,5,40
89,USR00038,SES00038,Add to Cart,2025-10-05 05:40:37,Tablet,South,Email,Fashion,0.0,Yes,2,2025-10-05,Sunday,5,40
90,USR00039,SES00039,Browse,2025-10-24 12:49:39,Desktop,East,Email,Sports,0.0,Yes,1,2025-10-24,Friday,12,43
91,USR00039,SES00039,Add to Cart,2025-10-24 12:54:39,Mobile,South,Organic,Electronics,0.0,Yes,2,2025-10-24,Friday,12,43
92,USR00039,SES00039,Checkout,2025-10-24 12:58:39,Desktop,East,Social Media,Electronics,0.0,Yes,3,2025-10-24,Friday,12,43
93,USR00040,SES00040,Browse,2025-10-13 06:39:58,Desktop,South,Organic,Electronics,0.0,Yes,1,2025-10-13,Monday,6,42
94,USR00041,SES00041,Browse,2025-10-22 17:52:09,Desktop,North,Organic,Beauty,0.0,Yes,1,2025-10-22,Wednesday,17,43
95,USR00041,SES00041,Add to Cart,2025-10-22 17:54:09,Desktop,South,Email,Home,0.0,Yes,2,2025-10-22,Wednesday,17,43
96,USR00041,SES00041,Checkout,2025-10-22 17:56:09,Mobile,South,Email,Fashion,0.0,Yes,3,2025-10-22,Wednesday,17,43
97,USR00042,SES00042,Browse,2025-10-02 02:00:46,Tablet,North,Social Media,Fashion,0.0,Yes,1,2025-10-02,Thursday,2,40
98,USR00043,SES00043,Browse,2025-10-17 21:54:14,Tablet,East,Email,Fashion,0.0,Yes,1,2025-10-17,Friday,21,42
99,USR00043,SES00043,Add to Cart,2025-10-17 21:57:14,Mobile,West,Email,Home,0.0,Yes,2,2025-10-17,Friday,21,42
100,USR00044,SES00044,Browse,2025-10-26 13:37:42,Tablet,East,Google Ads,Beauty,0.0,Yes,1,2025-10-26,Sunday,13,43
101,USR00044,SES00044,Add to Cart,2025-10-26 13:42:42,Tablet,West,Email,Beauty,0.0,Yes,2,2025-10-26,Sunday,13,43
102,USR00045,SES00045,Browse,2025-10-11 02:37:09,Tablet,North,Email,Beauty,0.0,Yes,1,2025-10-11,Saturday,2,41
103,USR00046,SES00046,Browse,2025-10-03 15:34:30,Tablet,East,Email,Electronics,0.0,Yes,1,2025-10-03,Friday,15,40
104,USR00046,SES00046,Add to Cart,2025-10-03 15:38:30,Mobile,South,Google Ads,Sports,0.0,Yes,2,2025-10-03,Friday,15,40
105,USR00047,SES00047,Browse,2025-10-03 01:06:41,Mobile,East,Organic,Electronics,0.0,Yes,1,2025-10-03,Friday,1,40
106,USR00048,SES00048,Browse,2025-10-16 18:22:12,Tablet,South,Email,Electronics,0.0,Yes,1,2025-10-16,Thursday,18,42
107,USR00048,SES00048,Add to Cart,2025-10-16 18:27:12,Tablet,West,Google Ads,Sports,0.0,Yes,2,2025-10-16,Thursday,18,42
108,USR00048,SES00048,Checkout,2025-10-16 18:32:12,Mobile,North,Google Ads,Fashion,0.0,Yes,3,2025-10-16,Thursday,18,42
109,USR00049,SES00049,Browse,2025-10-31 08:49:27,Tablet,East,Email,Electronics,0.0,Yes,1,2025-10-31,Friday,8,44
110,USR00049,SES00049,Add to Cart,2025-10-31 08:51:27,Tablet,West,Social Media,Home,0.0,Yes,2,2025-10-31,Friday,8,44
111,USR00050,SES00050,Browse,2025-10-14 11:45:39,Tablet,South,Organic,Home,0.0,Yes,1,2025-10-14,Tuesday,11,42
112,USR00050,SES00050,Add to Cart,2025-10-14 11:49:39,Mobile,East,Social Media,Sports,0.0,Yes,2,2025-10-14,Tuesday,11,42
113,USR00050,SES00050,Checkout,2025-10-14 11:54:39,Mobile,North,Organic,Fashion,0.0,Yes,3,2025-10-14,Tuesday,11,42
114,USR00051,SES00051,Browse,2025-10-05 01:07:33,Tablet,North,Google Ads,Home,0.0,Yes,1,2025-10-05,Sunday,1,40
115,USR00052,SES00052,Browse,2025-10-15 16:03:13,Mobile,East,Social Media,Home,0.0,Yes,1,2025-10-15,Wednesday,16,42
116,USR00053,SES00053,Browse,2025-10-16 06:56:30,Mobile,East,Google Ads,Electronics,0.0,Yes,1,2025-10-16,Thursday,6,42
117,USR00053,SES00053,Add to Cart,2025-10-16 06:59:30,Mobile,North,Email,Fashion,0.0,Yes,2,2025-10-16,Thursday,6,42
118,USR00053,SES00053,Checkout,2025-10-16 07:01:30,Tablet,West,Social Media,Electronics,0.0,Yes,3,2025-10-16,Thursday,7,42
119,USR00054,SES00054,Browse,2025-10-09 07:40:27,Desktop,West,Google Ads,Home,0.0,Yes,1,2025-10-09,Thursday,7,41
120,USR00054,SES00054,Add to Cart,2025-10-09 07:45:27,Tablet,South,Organic,Home,0.0,Yes,2,2025-10-09,Thursday,7,41
121,USR00055,SES00055,Browse,2025-10-06 07:54:15,Tablet,West,Google Ads,Electronics,0.0,Yes,1,2025-10-06,Monday,7,41
122,USR00055,SES00055,Add to Cart,2025-10-06 07:59:15,Desktop,North,Google Ads,Home,0.0,Yes,2,2025-10-06,Monday,7,41
123,USR00056,SES00056,Browse,2025-10-12 03:30:45,Tablet,North,Email,Sports,0.0,Yes,1,2025-10-12,Sunday,3,41
124,USR00057,SES00057,Browse,2025-10-11 13:12:04,Tablet,South,Social Media,Beauty,0.0,Yes,1,2025-10-11,Saturday,13,41
125,USR00058,SES00058,Browse,2025-10-18 16:04:50,Mobile,South,Organic,Beauty,0.0,Yes,1,2025-10-18,Saturday,16,42
126,USR00058,SES00058,Add to Cart,2025-10-18 16:08:50,Tablet,East,Google Ads,Home,0.0,Yes,2,2025-10-18,Saturday,16,42
127,USR00058,SES00058,Checkout,2025-10-18 16:11:50,Tablet,South,Organic,Electronics,0.0,Yes,3,2025-10-18,Saturday,16,42
128,USR00059,SES00059,Browse,2025-10-17 21:18:06,Mobile,South,Email,Fashion,0.0,Yes,1,2025-10-17,Friday,21,42
129,USR00060,SES00060,Browse,2025-10-05 23:25:11,Tablet,West,Organic,Sports,0.0,No,1,2025-10-05,Sunday,23,40
130,USR00060,SES00060,Add to Cart,2025-10-05 23:28:11,Tablet,North,Google Ads,Fashion,0.0,No,2,2025-10-05,Sunday,23,40
131,USR00060,SES00060,Checkout,2025-10-05 23:32:11,Mobile,West,Organic,Sports,0.0,No,3,2025-10-05,Sunday,23,40
132,USR00060,SES00060,Purchase,2025-10-05 23:35:11,Tablet,North,Organic,Electronics,260.14,No,4,2025-10-05,Sunday,23,40
133,USR00061,SES00061,Browse,2025-10-02 19:18:58,Tablet,West,Social Media,Beauty,0.0,Yes,1,2025-10-02,Thursday,19,40
134,USR00061,SES00061,Add to Cart,2025-10-02 19:23:58,Desktop,East,Email,Beauty,0.0,Yes,2,2025-10-02,Thursday,19,40
135,USR00062,SES00062,Browse,2025-10-28 19:04:39,Desktop,South,Email,Sports,0.0,No,1,2025-10-28,Tuesday,19,44
136,USR00062,SES00062,Add to Cart,2025-10-28 19:09:39,Mobile,West,Email,Fashion,0.0,No,2,2025-10-28,Tuesday,19,44
137,USR00062,SES00062,Checkout,2025-10-28 19:12:39,Tablet,East,Email,Electronics,0.0,No,3,2025-10-28,Tuesday,19,44
138,USR00062,SES00062,Purchase,2025-10-28 19:17:39,Tablet,South,Google Ads,Sports,1112.26,No,4,2025-10-28,Tuesday,19,44
139,USR00063,SES00063,Browse,2025-10-04 06:45:35,Mobile,West,Google Ads,Electronics,0.0,Yes,1,2025-10-04,Saturday,6,40
140,USR00064,SES00064,Browse,2025-10-03 20:40:36,Tablet,West,Email,Sports,0.0,Yes,1,2025-10-03,Friday,20,40
141,USR00064,SES00064,Add to Cart,2025-10-03 20:45:36,Mobile,West,Organic,Fashion,0.0,Yes,2,2025-10-03,Friday,20,40
142,USR00065,SES00065,Browse,2025-10-24 18:03:46,Tablet,South,Email,Electronics,0.0,Yes,1,2025-10-24,Friday,18,43
143,USR00066,SES00066,Browse,2025-10-29 04:45:18,Tablet,North,Email,Electronics,0.0,Yes,1,2025-10-29,Wednesday,4,44
144,USR00066,SES00066,Add to Cart,2025-10-29 04:50:18,Desktop,West,Google Ads,Sports,0.0,Yes,2,2025-10-29,Wednesday,4,44
145,USR00067,SES00067,Browse,2025-10-11 07:31:15,Mobile,West,Email,Beauty,0.0,Yes,1,2025-10-11,Saturday,7,41
146,USR00067,SES00067,Add to Cart,2025-10-11 07:35:15,Desktop,West,Email,Sports,0.0,Yes,2,2025-10-11,Saturday,7,41
147,USR00067,SES00067,Checkout,2025-10-11 07:37:15,Tablet,North,Google Ads,Electronics,0.0,Yes,3,2025-10-11,Saturday,7,41
148,USR00068,SES00068,Browse,2025-10-14 17:49:27,Tablet,South,Social Media,Sports,0.0,Yes,1,2025-10-14,Tuesday,17,42
149,USR00069,SES00069,Browse,2025-10-05 01:15:08,Mobile,West,Email,Electronics,0.0,Yes,1,2025-10-05,Sunday,1,40
150,USR00069,SES00069,Add to Cart,2025-10-05 01:19:08,Desktop,East,Google Ads,Fashion,0.0,Yes,2,2025-10-05,Sunday,1,40
151,USR00069,SES00069,Checkout,2025-10-05 01:21:08,Desktop,North,Organic,Fashion,0.0,Yes,3,2025-10-05,Sunday,1,40
152,USR00070,SES00070,Browse,2025-10-12 02:20:37,Mobile,South,Organic,Electronics,0.0,Yes,1,2025-10-12,Sunday,2,41
153,USR00071,SES00071,Browse,2025-10-16 17:53:10,Tablet,South,Social Media,Sports,0.0,Yes,1,2025-10-16,Thursday,17,42
154,USR00071,SES00071,Add to Cart,2025-10-16 17:56:10,Mobile,South,Google Ads,Electronics,0.0,Yes,2,2025-10-16,Thursday,17,42
155,USR00072,SES00072,Browse,2025-10-12 22:47:11,Tablet,North,Email,Fashion,0.0,No,1,2025-10-12,Sunday,22,41
156,USR00072,SES00072,Add to Cart,2025-10-12 22:51:11,Desktop,East,Email,Sports,0.0,No,2,2025-10-12,Sunday,22,41
157,USR00072,SES00072,Checkout,2025-10-12 22:55:11,Desktop,West,Organic,Home,0.0,No,3,2025-10-12,Sunday,22,41
158,USR00072,SES00072,Purchase,2025-10-12 22:58:11,Desktop,East,Organic,Home,388.54,No,4,2025-10-12,Sunday,22,41
159,USR00073,SES00073,Browse,2025-10-02 02:53:14,Desktop,North,Organic,Home,0.0,Yes,1,2025-10-02,Thursday,2,40
160,USR00074,SES00074,Browse,2025-10-31 09:48:16,Desktop,South,Email,Home,0.0,Yes,1,2025-10-31,Friday,9,44
161,USR00074,SES00074,Add to Cart,2025-10-31 09:51:16,Desktop,West,Email,Home,0.0,Yes,2,2025-10-31,Friday,9,44
162,USR00074,SES00074,Checkout,2025-10-31 09:55:16,Tablet,East,Google Ads,Electronics,0.0,Yes,3,2025-10-31,Friday,9,44
163,USR00075,SES00075,Browse,2025-10-19 15:37:20,Desktop,West,Google Ads,Beauty,0.0,Yes,1,2025-10-19,Sunday,15,42
164,USR00075,SES00075,Add to Cart,2025-10-19 15:42:20,Tablet,East,Organic,Fashion,0.0,Yes,2,2025-10-19,Sunday,15,42
165,USR00076,SES00076,Browse,2025-10-26 22:20:57,Mobile,West,Social Media,Home,0.0,Yes,1,2025-10-26,Sunday,22,43
166,USR00076,SES00076,Add to Cart,2025-10-26 22:24:57,Mobile,East,Social Media,Fashion,0.0,Yes,2,2025-10-26,Sunday,22,43
167,USR00076,SES00076,Checkout,2025-10-26 22:26:57,Desktop,West,Email,Electronics,0.0,Yes,3,2025-10-26,Sunday,22,43
168,USR00077,SES00077,Browse,2025-10-07 10:52:27,Mobile,North,Organic,Fashion,0.0,Yes,1,2025-10-07,Tuesday,10,41
169,USR00077,SES00077,Add to Cart,2025-10-07 10:56:27,Tablet,East,Email,Electronics,0.0,Yes,2,2025-10-07,Tuesday,10,41
170,USR00078,SES00078,Browse,2025-10-20 03:35:12,Mobile,North,Social Media,Home,0.0,Yes,1,2025-10-20,Monday,3,43
171,USR00078,SES00078,Add to Cart,2025-10-20 03:38:12,Desktop,East,Email,Beauty,0.0,Yes,2,2025-10-20,Monday,3,43
172,USR00079,SES00079,Browse,2025-10-17 05:29:15,Mobile,South,Google Ads,Fashion,0.0,Yes,1,2025-10-17,Friday,5,42
173,USR00080,SES00080,Browse,2025-10-17 08:52:36,Mobile,North,Organic,Sports,0.0,Yes,1,2025-10-17,Friday,8,42
174,USR00080,SES00080,Add to Cart,2025-10-17 08:54:36,Mobile,South,Email,Beauty,0.0,Yes,2,2025-10-17,Friday,8,42
175,USR00081,SES00081,Browse,2025-10-22 10:06:06,Tablet,East,Social Media,Fashion,0.0,Yes,1,2025-10-22,Wednesday,10,43
176,USR00081,SES00081,Add to Cart,2025-10-22 10:08:06,Mobile,West,Organic,Sports,0.0,Yes,2,2025-10-22,Wednesday,10,43
177,USR00081,SES00081,Checkout,2025-10-22 10:13:06,Tablet,West,Google Ads,Fashion,0.0,Yes,3,2025-10-22,Wednesday,10,43
178,USR00082,SES00082,Browse,2025-10-06 14:39:56,Mobile,West,Organic,Fashion,0.0,Yes,1,2025-10-06,Monday,14,41
179,USR00082,SES00082,Add to Cart,2025-10-06 14:41:56,Tablet,South,Google Ads,Electronics,0.0,Yes,2,2025-10-06,Monday,14,41
180,USR00083,SES00083,Browse,2025-10-16 23:48:29,Mobile,East,Social Media,Electronics,0.0,Yes,1,2025-10-16,Thursday,23,42
181,USR00083,SES00083,Add to Cart,2025-10-16 23:53:29,Tablet,North,Email,Sports,0.0,Yes,2,2025-10-16,Thursday,23,42
182,USR00083,SES00083,Checkout,2025-10-16 23:58:29,Desktop,West,Organic,Beauty,0.0,Yes,3,2025-10-16,Thursday,23,42
183,USR00084,SES00084,Browse,2025-10-09 08:54:58,Desktop,North,Social Media,Fashion,0.0,Yes,1,2025-10-09,Thursday,8,41
184,USR00084,SES00084,Add to Cart,2025-10-09 08:58:58,Mobile,West,Email,Beauty,0.0,Yes,2,2025-10-09,Thursday,8,41
185,USR00084,SES00084,Checkout,2025-10-09 09:02:58,Mobile,North,Email,Fashion,0.0,Yes,3,2025-10-09,Thursday,9,41
186,USR00085,SES00085,Browse,2025-10-12 15:26:38,Tablet,South,Organic,Electronics,0.0,Yes,1,2025-10-12,Sunday,15,41
187,USR00085,SES00085,Add to Cart,2025-10-12 15:30:38,Mobile,North,Organic,Sports,0.0,Yes,2,2025-10-12,Sunday,15,41
188,USR00085,SES00085,Checkout,2025-10-12 15:32:38,Mobile,West,Organic,Electronics,0.0,Yes,3,2025-10-12,Sunday,15,41
189,USR00086,SES00086,Browse,2025-10-29 09:16:35,Mobile,West,Organic,Fashion,0.0,Yes,1,2025-10-29,Wednesday,9,44
190,USR00087,SES00087,Browse,2025-10-29 14:58:55,Mobile,South,Google Ads,Fashion,0.0,Yes,1,2025-10-29,Wednesday,14,44
191,USR00087,SES00087,Add to Cart,2025-10-29 15:00:55,Desktop,East,Organic,Beauty,0.0,Yes,2,2025-10-29,Wednesday,15,44
192,USR00087,SES00087,Checkout,2025-10-29 15:04:55,Tablet,North,Google Ads,Home,0.0,Yes,3,2025-10-29,Wednesday,15,44
