,User ID,Session ID,Event Time,Event,Device,Region,Channel,Product Category,Revenue,Bonus Flag
68,USR00033,SES00033,2026-01-08 03:09:26.792799,Add to Cart,Tablet,South,Social Media,Beauty,0.0,Yes
69,USR00034,SES00034,2025-12-17 11:50:06.624110,Browse,Tablet,East,Email,Electronics,0.0,Yes
70,USR00035,SES00035,2025-12-31 02:54:01.055814,Browse,Mobile,West,Organic,Fashion,0.0,Yes
71,USR00035,SES00035,2025-12-31 02:56:01.055814,Add to Cart,Mobile,West,Organic,Fashion,0.0,Yes
72,USR00035,SES00035,2025-12-31 02:59:01.055814,Checkout,Mobile,West,Organic,Fashion,0.0,Yes
73,USR00036,SES00036,2025-12-26 02:31:35.574667,Browse,Tablet,South,Organic,Beauty,0.0,Yes
74,USR00036,SES00036,2025-12-26 02:34:35.574667,Add to Cart,Tablet,South,Organic,Beauty,0.0,Yes
75,USR00036,SES00036,2025-12-26 02:37:35.574667,Checkout,Tablet,South,Organic,Beauty,0.0,Yes
76,USR00036,SES00036,2025-12-26 02:40:35.574667,Purchase,Tablet,South,Organic,Beauty,141.85,No
77,USR00037,SES00037,2025-12-31 10:33:10.080794,Browse,Desktop,East,Email,Home,0.0,Yes
78,USR00037,SES00037,2025-12-31 10:38:10.080794,Add to Cart,Desktop,East,Email,Home,0.0,Yes
79,USR00038,SES00038,2025-12-26 23:50:24.637006,Browse,Mobile,East,Social Media,Fashion,0.0,Yes
80,USR00038,SES00038,2025-12-26 23:54:24.637006,Add to Cart,Mobile,East,Social Media,Fashion,0.0,Yes
81,USR00038,SES00038,2025-12-26 23:58:24.637006,Checkout,Mobile,East,Social Media,Fashion,0.0,Yes
82,USR00039,SES00039,2025-12-10 06:32:18.971472,Browse,Mobile,South,Social Media,Home,0.0,Yes
83,USR00039,SES00039,2025-12-10 06:37:18.971472,Add to Cart,Mobile,South,Social Media,Home,0.0,Yes
84,USR00040,SES00040,2025-12-28 17:38:48.682101,Browse,Desktop,East,Organic,Home,0.0,Yes
85,USR00041,SES00041,2026-01-05 10:33:02.975126,Browse,Desktop,North,Email,Home,0.0,Yes
86,USR00042,SES00042,2025-12-11 06:30:00.471870,Browse,Tablet,South,Organic,Fashion,0.0,Yes
87,USR00042,SES00042,2025-12-11 06:34:00.471870,Add to Cart,Tablet,South,Organic,Fashion,0.0,Yes
88,USR00043,SES00043,2025-12-12 02:16:13.412316,Browse,Mobile,West,Organic,Electronics,0.0,Yes
89,USR00043,SES00043,2025-12-12 02:19:13.412316,Add to Cart,Mobile,West,Organic,Electronics,0.0,Yes
90,USR00043,SES00043,2025-12-12 02:24:13.412316,Checkout,Mobile,West,Organic,Electronics,0.0,Yes
91,USR00044,SES00044,2025-12-25 17:05:49.514301,Browse,Desktop,North,Email,Beauty,0.0,Yes
92,USR00044,SES00044,2025-12-25 17:09:49.514301,Add to Cart,Desktop,North,Email,Beauty,0.0,Yes
93,USR00045,SES00045,2025-12-28 14:59:51.066717,Browse,Tablet,East,Social Media,Electronics,0.0,Yes
94,USR00045,SES00045,2025-12-28 15:02:51.066717,Add to Cart,Tablet,East,Social Media,Electronics,0.0,Yes
95,USR00045,SES00045,2025-12-28 15:05:51.066717,Checkout,Tablet,East,Social Media,Electronics,0.0,Yes
96,USR00045,SES00045,2025-12-28 15:08:51.066717,Purchase,Tablet,East,Social Media,Electronics,492.44,No
97,USR00046,SES00046,2025-12-16 06:08:41.703575,Browse,Desktop,North,Social Media,Home,0.0,Yes
98,USR00046,SES00046,2025-12-16 06:13:41.703575,Add to Cart,Desktop,North,Social Media,Home,0.0,Yes
99,USR00046,SES00046,2025-12-16 06:18:41.703575,Checkout,Desktop,North,Social Media,Home,0.0,Yes
100,USR00047,SES00047,2025-12-19 05:37:34.264831,Browse,Tablet,East,Organic,Sports,0.0,Yes
101,USR00047,SES00047,2025-12-19 05:39:34.264831,Add to Cart,Tablet,East,Organic,Sports,0.0,Yes
102,USR00047,SES00047,2025-12-19 05:41:34.264831,Checkout,Tablet,East,Organic,Sports,0.0,Yes
103,USR00048,SES00048,2025-12-14 07:59:39.158093,Browse,Mobile,West,Email,Home,0.0,Yes
104,USR00048,SES00048,2025-12-14 08:02:39.158093,Add to Cart,Mobile,West,Email,Home,0.0,Yes
105,USR00049,SES00049,2026-01-01 22:36:53.997865,Browse,Tablet,North,Email,Fashion,0.0,Yes
106,USR00049,SES00049,2026-01-01 22:40:53.997865,Add to Cart,Tablet,North,Email,Fashion,0.0,Yes
107,USR00049,SES00049,2026-01-01 22:43:53.997865,Checkout,Tablet,North,Email,Fashion,0.0,Yes
108,USR00050,SES00050,2025-12-16 05:58:08.671776,Browse,Tablet,South,Email,Beauty,0.0,Yes
109,USR00050,SES00050,2025-12-16 06:01:08.671776,Add to Cart,Tablet,South,Email,Beauty,0.0,Yes
110,USR00050,SES00050,2025-12-16 06:03:08.671776,Checkout,Tablet,South,Email,Beauty,0.0,Yes
111,USR00051,SES00051,2025-12-24 17:55:37.272821,Browse,Mobile,East,Social Media,Home,0.0,Yes
112,USR00051,SES00051,2025-12-24 17:59:37.272821,Add to Cart,Mobile,East,Social Media,Home,0.0,Yes
113,USR00052,SES00052,2025-12-11 20:29:51.529399,Browse,Tablet,South,Email,Home,0.0,Yes
114,USR00052,SES00052,2025-12-11 20:32:51.529399,Add to Cart,Tablet,South,Email,Home,0.0,Yes
115,USR00052,SES00052,2025-12-11 20:34:51.529399,Checkout,Tablet,South,Email,Home,0.0,Yes
116,USR00053,SES00053,2025-12-22 17:15:57.959705,Browse,Mobile,East,Google Ads,Electronics,0.0,Yes
117,USR00053,SES00053,2025-12-22 17:20:57.959705,Add to Cart,Mobile,East,Google Ads,Electronics,0.0,Yes
118,USR00053,SES00053,2025-12-22 17:25:57.959705,Checkout,Mobile,East,Google Ads,Electronics,0.0,Yes
119,USR00053,SES00053,2025-12-22 17:27:57.959705,Purchase,Mobile,East,Google Ads,Electronics,76.57,No
120,USR00054,SES00054,2025-12-11 14:16:58.607259,Browse,Desktop,East,Email,Sports,0.0,Yes
121,USR00054,SES00054,2025-12-11 14:20:58.607259,Add to Cart,Desktop,East,Email,Sports,0.0,Yes
122,USR00054,SES00054,2025-12-11 14:23:58.607259,Checkout,Desktop,East,Email,Sports,0.0,Yes
123,USR00055,SES00055,2026-01-06 02:32:52.530726,Browse,Mobile,North,Google Ads,Fashion,0.0,Yes
124,USR00056,SES00056,2026-01-04 14:00:15.143795,Browse,Tablet,North,Email,Fashion,0.0,Yes
125,USR00056,SES00056,2026-01-04 14:02:15.143795,Add to Cart,Tablet,North,Email,Fashion,0.0,Yes
126,USR00057,SES00057,2026-01-05 12:15:52.625838,Browse,Desktop,South,Google Ads,Electronics,0.0,Yes
127,USR00057,SES00057,2026-01-05 12:20:52.625838,Add to Cart,Desktop,South,Google Ads,Electronics,0.0,Yes
128,USR00057,SES00057,2026-01-05 12:23:52.625838,Checkout,Desktop,South,Google Ads,Electronics,0.0,Yes
129,USR00057,SES00057,2026-01-05 12:26:52.625838,Purchase,Desktop,South,Google Ads,Electronics,82.88,No
130,USR00058,SES00058,2025-12-31 23:47:18.192875,Browse,Tablet,West,Social Media,Fashion,0.0,Yes
131,USR00059,SES00059,2025-12-11 16:34:18.874666,Browse,Mobile,North,Social Media,Beauty,0.0,Yes
132,USR00060,SES00060,2025-12-12 10:27:24.700445,Browse,Desktop,North,Social Media,Beauty,0.0,Yes
133,USR00061,SES00061,2025-12-15 16:19:29.872794,Browse,Desktop,North,Google Ads,Sports,0.0,Yes
134,USR00062,SES00062,2025-12-19 15:44:13.417890,Browse,Mobile,West,Social Media,Electronics,0.0,Yes
135,USR00062,SES00062,2025-12-19 15:48:13.417890,Add to Cart,Mobile,West,Social Media,Electronics,0.0,Yes
136,USR00062,SES00062,2025-12-19 15:53:13.417890,Checkout,Mobile,West,Social Media,Electronics,0.0,Yes
137,USR00063,SES00063,2025-12-14 12:44:58.835849,Browse,Desktop,East,Email,Fashion,0.0,Yes
138,USR00063,SES00063,2025-12-14 12:46:58.835849,Add to Cart,Desktop,East,Email,Fashion,0.0,Yes
139,USR00064,SES00064,2026-01-07 12:11:20.476794,Browse,Mobile,West,Google Ads,Beauty,0.0,Yes
140,USR00064,SES00064,2026-01-07 12:16:20.476794,Add to Cart,Mobile,West,Google Ads,Beauty,0.0,Yes
141,USR00065,SES00065,2025-12-19 19:47:26.296215,Browse,Tablet,North,Social Media,Electronics,0.0,Yes
142,USR00065,SES00065,2025-12-19 19:52:26.296215,Add to Cart,Tablet,North,Social Media,Electronics,0.0,Yes
143,USR00066,SES00066,2026-01-01 11:20:50.435579,Browse,Mobile,South,Organic,Beauty,0.0,Yes
144,USR00066,SES00066,2026-01-01 11:23:50.435579,Add to Cart,Mobile,South,Organic,Beauty,0.0,Yes
145,USR00067,SES00067,2025-12-26 05:34:33.009889,Browse,Mobile,South,Social Media,Beauty,0.0,Yes
146,USR00068,SES00068,2025-12-31 17:42:21.233644,Browse,Mobile,East,Social Media,Electronics,0.0,Yes
147,USR00068,SES00068,2025-12-31 17:46:21.233644,Add to Cart,Mobile,East,Social Media,Electronics,0.0,Yes
148,USR00068,SES00068,2025-12-31 17:48:21.233644,Checkout,Mobile,East,Social Media,Electronics,0.0,Yes
149,USR00069,SES00069,2025-12-23 08:46:00.306942,Browse,Tablet,West,Social Media,Sports,0.0,Yes
150,USR00069,SES00069,2025-12-23 08:49:00.306942,Add to Cart,Tablet,West,Social Media,Sports,0.0,Yes
151,USR00070,SES00070,2025-12-23 04:21:54.579043,Browse,Desktop,North,Email,Electronics,0.0,Yes
152,USR00070,SES00070,2025-12-23 04:23:54.579043,Add to Cart,Desktop,North,Email,Electronics,0.0,Yes
153,USR00070,SES00070,2025-12-23 04:28:54.579043,Checkout,Desktop,North,Email,Electronics,0.0,Yes
154,USR00070,SES00070,2025-12-23 04:33:54.579043,Purchase,Desktop,North,Email,Electronics,107.64,No
155,USR00071,SES00071,2025-12-22 23:36:52.151143,Browse,Mobile,North,Email,Sports,0.0,Yes
156,USR00072,SES00072,2025-12-11 21:36:52.072826,Browse,Desktop,West,Social Media,Beauty,0.0,Yes
157,USR00073,SES00073,2026-01-07 20:58:49.786761,Browse,Desktop,South,Social Media,Fashion,0.0,Yes
158,USR00074,SES00074,2026-01-03 02:09:34.088016,Browse,Mobile,South,Google Ads,Home,0.0,Yes
159,USR00074,SES00074,2026-01-03 02:14:34.088016,Add to Cart,Mobile,South,Google Ads,Home,0.0,Yes
160,USR00074,SES00074,2026-01-03 02:17:34.088016,Checkout,Mobile,South,Google Ads,Home,0.0,Yes
161,USR00074,SES00074,2026-01-03 02:21:34.088016,Purchase,Mobile,South,Google Ads,Home,294.7,No
162,USR00075,SES00075,2025-12-23 01:17:26.451477,Browse,Tablet,South,Organic,Sports,0.0,Yes
163,USR00075,SES00075,2025-12-23 01:20:26.451477,Add to Cart,Tablet,South,Organic,Sports,0.0,Yes
164,USR00075,SES00075,2025-12-23 01:25:26.451477,Checkout,Tablet,South,Organic,Sports,0.0,Yes
165,USR00075,SES00075,2025-12-23 01:27:26.451477,Purchase,Tablet,South,Organic,Sports,489.91,No
166,USR00076,SES00076,2025-12-25 19:58:28.313344,Browse,Tablet,North,Email,Beauty,0.0,Yes
167,USR00077,SES00077,2026-01-02 14:51:39.413491,Browse,Tablet,North,Social Media,Fashion,0.0,Yes
168,USR00077,SES00077,2026-01-02 14:53:39.413491,Add to Cart,Tablet,North,Social Media,Fashion,0.0,Yes
169,USR00077,SES00077,2026-01-02 14:56:39.413491,Checkout,Tablet,North,Social Media,Fashion,0.0,Yes
170,USR00077,SES00077,2026-01-02 15:01:39.413491,Purchase,Tablet,North,Social Media,Fashion,188.72,No
171,USR00078,SES00078,2025-12-21 17:22:28.533829,Browse,Desktop,North,Google Ads,Fashion,0.0,Yes
172,USR00078,SES00078,2025-12-21 17:25:28.533829,Add to Cart,Desktop,North,Google Ads,Fashion,0.0,Yes
173,USR00079,SES00079,2025-12-28 01:25:52.173306,Browse,Tablet,South,Google Ads,Beauty,0.0,Yes
174,USR00079,SES00079,2025-12-28 01:30:52.173306,Add to Cart,Tablet,South,Google Ads,Beauty,0.0,Yes
175,USR00080,SES00080,2025-12-25 14:03:30.686898,Browse,Desktop,North,Organic,Fashion,0.0,Yes
176,USR00080,SES00080,2025-12-25 14:06:30.686898,Add to Cart,Desktop,North,Organic,Fashion,0.0,Yes
177,USR00081,SES00081,2026-01-06 00:33:58.819154,Browse,Desktop,North,Email,Home,0.0,Yes
178,USR00081,SES00081,2026-01-06 00:38:58.819154,Add to Cart,Desktop,North,Email,Home,0.0,Yes
179,USR00081,SES00081,2026-01-06 00:40:58.819154,Checkout,Desktop,North,Email,Home,0.0,Yes
180,USR00082,SES00082,2026-01-02 15:43:54.137666,Browse,Tablet,South,Google Ads,Electronics,0.0,Yes
181,USR00082,SES00082,2026-01-02 15:47:54.137666,Add to Cart,Tablet,South,Google Ads,Electronics,0.0,Yes
182,USR00083,SES00083,2025-12-14 02:58:58.217889,Browse,Tablet,South,Organic,Fashion,0.0,Yes
183,USR00083,SES00083,2025-12-14 03:02:58.217889,Add to Cart,Tablet,South,Organic,Fashion,0.0,Yes
184,USR00084,SES00084,2026-01-06 22:27:27.198415,Browse,Mobile,East,Google Ads,Fashion,0.0,Yes
185,USR00085,SES00085,2025-12-28 02:08:49.572607,Browse,Desktop,South,Email,Fashion,0.0,Yes
186,USR00086,SES00086,2025-12-18 05:28:05.616412,Browse,Mobile,West,Social Media,Sports,0.0,Yes
187,USR00086,SES00086,2025-12-18 05:32:05.616412,Add to Cart,Mobile,West,Social Media,Sports,0.0,Yes
188,USR00087,SES00087,2026-01-04 16:13:48.093309,Browse,Desktop,East,Social Media,Home,0.0,Yes
189,USR00088,SES00088,2025-12-27 07:49:08.674321,Browse,Desktop,North,Social Media,Fashion,0.0,Yes
190,USR00088,SES00088,2025-12-27 07:52:08.674321,Add to Cart,Desktop,North,Social Media,Fashion,0.0,Yes
191,USR00089,SES00089,2025-12-18 04:03:56.650275,Browse,Desktop,North,Social Media,Electronics,0.0,Yes
192,USR00090,SES00090,2025-12-22 08:29:10.166297,Browse,Tablet,North,Social Media,Home,0.0,Yes
193,USR00090,SES00090,2025-12-22 08:31:10.166297,Add to Cart,Tablet,North,Social Media,Home,0.0,Yes
194,USR00091,SES00091,2026-01-07 09:56:02.518007,Browse,Desktop,West,Email,Fashion,0.0,Yes
195,USR00092,SES00092,2025-12-16 05:26:16.761113,Browse,Mobile,North,Organic,Fashion,0.0,Yes
196,USR00092,SES00092,2025-12-16 05:29:16.761113,Add to Cart,Mobile,North,Organic,Fashion,0.0,Yes
197,USR00093,SES00093,2026-01-01 06:28:45.019275,Browse,Tablet,West,Organic,Beauty,0.0,Yes
198,USR00094,SES00094,2025-12-13 09:45:42.995863,Browse,Desktop,South,Social Media,Sports,0.0,Yes
199,USR00095,SES00095,2025-12-13 00:40:03.451021,Browse,Desktop,West,Email,Sports,0.0,Yes
200,USR00096,SES00096,2026-01-03 15:59:44.610707,Browse,Desktop,South,Email,Fashion,0.0,Yes
201,USR00097,SES00097,2026-01-06 14:51:16.587518,Browse,Tablet,West,Social Media,Electronics,0.0,Yes
202,USR00097,SES00097,2026-01-06 14:56:16.587518,Add to Cart,Tablet,West,Social Media,Electronics,0.0,Yes
203,USR00098,SES00098,2026-01-06 21:09:55.093060,Browse,Desktop,North,Email,Beauty,0.0,Yes
204,USR00098,SES00098,2026-01-06 21:12:55.093060,Add to Cart,Desktop,North,Email,Beauty,0.0,Yes
205,USR00099,SES00099,2025-12-16 02:22:25.584704,Browse,Tablet,East,Google Ads,Electronics,0.0,Yes
206,USR00099,SES00099,2025-12-16 02:25:25.584704,Add to Cart,Tablet,East,Google Ads,Electronics,0.0,Yes
207,USR00100,SES00100,2025-12-16 04:41:53.318430,Browse,Desktop,West,Social Media,Fashion,0.0,Yes
208,USR00100,SES00100,2025-12-16 04:45:53.318430,Add to Cart,Desktop,West,Social Media,Fashion,0.0,Yes
209,USR00101,SES00101,2026-01-07 10:05:04.826890,Browse,Mobile,East,Email,Home,0.0,Yes
210,USR00101,SES00101,2026-01-07 10:10:04.826890,Add to Cart,Mobile,East,Email,Home,0.0,Yes
211,USR00102,SES00102,2026-01-02 03:08:08.164006,Browse,Mobile,South,Google Ads,Sports,0.0,Yes
212,USR00103,SES00103,2025-12-17 20:09:57.672586,Browse,Mobile,East,Google Ads,Beauty,0.0,Yes
213,USR00103,SES00103,2025-12-17 20:13:57.672586,Add to Cart,Mobile,East,Google Ads,Beauty,0.0,Yes
214,USR00103,SES00103,2025-12-17 20:17:57.672586,Checkout,Mobile,East,Google Ads,Beauty,0.0,Yes
215,USR00104,SES00104,2025-12-11 23:17:18.563206,Browse,Desktop,West,Email,Fashion,0.0,Yes
216,USR00104,SES00104,2025-12-11 23:21:18.563206,Add to Cart,Desktop,West,Email,Fashion,0.0,Yes
217,USR00105,SES00105,2025-12-12 09:42:15.657220,Browse,Desktop,West,Email,Sports,0.0,Yes
218,USR00106,SES00106,2026-01-07 19:22:00.320901,Browse,Desktop,West,Organic,Sports,0.0,Yes
219,USR00106,SES00106,2026-01-07 19:27:00.320901,Add to Cart,Desktop,West,Organic,Sports,0.0,Yes
220,USR00107,SES00107,2025-12-24 03:34:57.612164,Browse,Desktop,East,Social Media,Sports,0.0,Yes
221,USR00108,SES00108,2025-12-20 16:20:36.078998,Browse,Tablet,West,Email,Beauty,0.0,Yes
222,USR00108,SES00108,2025-12-20 16:24:36.078998,Add to Cart,Tablet,West,Email,Beauty,0.0,Yes
223,USR00109,SES00109,2025-12-30 06:51:13.317924,Browse,Desktop,East,Social Media,Fashion,0.0,Yes
224,USR00109,SES00109,2025-12-30 06:53:13.317924,Add to Cart,Desktop,East,Social Media,Fashion,0.0,Yes
225,USR00109,SES00109,2025-12-30 06:57:13.317924,Checkout,Desktop,East,Social Media,Fashion,0.0,Yes
226,USR00110,SES00110,2025-12-16 20:18:16.022046,Browse,Mobile,South,Email,Sports,0.0,Yes
227,USR00110,SES00110,2025-12-16 20:23:16.022046,Add to Cart,Mobile,South,Email,Sports,0.0,Yes
228,USR00111,SES00111,2025-12-19 14:07:14.398021,Browse,Desktop,South,Organic,Home,0.0,Yes
229,USR00111,SES00111,2025-12-19 14:10:14.398021,Add to Cart,Desktop,South,Organic,Home,0.0,Yes
230,USR00111,SES00111,2025-12-19 14:14:14.398021,Checkout,Desktop,South,Organic,Home,0.0,Yes
231,USR00111,SES00111,2025-12-19 14:16:14.398021,Purchase,Desktop,South,Organic,Home,182.3,No
232,USR00112,SES00112,2026-01-02 01:02:08.542092,Browse,Tablet,South,Organic,Electronics,0.0,Yes
233,USR00112,SES00112,2026-01-02 01:04:08.542092,Add to Cart,Tablet,South,Organic,Electronics,0.0,Yes
234,USR00112,SES00112,2026-01-02 01:08:08.542092,Checkout,Tablet,South,Organic,Electronics,0.0,Yes
235,USR00112,SES00112,2026-01-02 01:12:08.542092,Purchase,Tablet,South,Organic,Electronics,143.79,No
236,USR00113,SES00113,2025-12-26 04:38:05.061480,Browse,Desktop,West,Organic,Home,0.0,Yes
237,USR00113,SES00113,2025-12-26 04:40:05.061480,Add to Cart,Desktop,West,Organic,Home,0.0,Yes
238,USR00113,SES00113,2025-12-26 04:43:05.061480,Checkout,Desktop,West,Organic,Home,0.0,Yes
239,USR00114,SES00114,2025-12-30 19:35:18.246951,Browse,Desktop,North,Google Ads,Sports,0.0,Yes
240,USR00114,SES00114,2025-12-30 19:38:18.246951,Add to Cart,Desktop,North,Google Ads,Sports,0.0,Yes
241,USR00114,SES00114,2025-12-30 19:41:18.246951,Checkout,Desktop,North,Google Ads,Sports,0.0,Yes
242,USR00115,SES00115,2025-12-18 17:30:42.630322,Browse,Tablet,West,Organic,Home,0.0,Yes
